100, 45.8694, 0.0840554
200, 76.9009, 1.35021
300, 92.0276, 2.98216
400, 93.3414, 3.44771
500, 98.2279, 3.19115
600, 97.057, 3.35361
700, 99.6164, 3.13435
800, 98.0153, 3.63139
900, 95.2824, 3.13591
1000, 98.782, 3.34695
