300, 24.2166, 0., 4.29033
400, 46.7487, 0., 0.290568
500, 64.6981, 0., 0.299479
600, 77.3719, 0., 6.45487
700, 84.8253, 0., 5.42112
800, 90.3668, 0., 3.21927
900, 89.3734, 0., 5.36498
1001, 85.2071, 0., 3.55895
