200, 19.0436, 0., 15.0237
300, 33.394, 0., 5.4349
400, 39.1544, 0., 5.24344
500, 37.1253, 0., 2.7881
600, 37.2622, 0., 2.561
700, 38.1768, 0., 1.20445
800, 39.8776, 0., 0.742551
900, 42.4542, 0., 0.762808
1002, 40.6608, 0., 0.763281
