50, 31.3903, 2.31567
100, 45.0552, 6.95367
150, 63.9304, 1.99256
200, 80.224, 2.86881
250, 91.0912, 0.714153
300, 101.769, 0.443919
350, 105.678, 4.24676
400, 105.931, 4.16824
500, 104.965, 3.87423
600, 111.238, 1.88295
800, 104.807, 6.30227
1000, 111.03, 3.29573
