100, 44.0929, 0.0190108
200, 76.1724, 0.95194
300, 92.0152, 3.28678
400, 95.2107, 3.5308
500, 99.4357, 3.24601
600, 92.7258, 3.38643
700, 95.6981, 3.59864
800, 97.4522, 3.55336
900, 96.0432, 3.41656
1000, 93.653, 3.0649
