100, 48.0071, 0.532892
200, 79.1563, 0.104917
300, 96.0713, 2.05841
400, 97.8949, 2.67531
500, 91.5837, 4.5708
600, 96.6842, 2.58147
700, 98.7907, 2.92476
800, 96.0367, 1.9976
900, 91.6829, 4.08364
1000, 95.8998, 1.59995
