100, 48.2722, 0.326288
200, 78.9023, 0.307885
300, 95.0539, 1.76044
400, 98.1739, 1.90814
500, 102.603, 0.883313
600, 95.3821, 1.6302
700, 98.8774, 2.57117
800, 102.533, 0.999974
900, 97.5581, 2.23317
1000, 97.3559, 4.30784
