100, 22.0842, 3.32074
200, 31.2863, 0.348647
300, 58.8566, 0.490971
400, 86.1078, 1.97473
500, 98.9742, 3.94647
600, 100.308, 3.31715
700, 99.2518, 3.62179
800, 103.12, 3.47923
900, 98.4084, 3.20613
1000, 103.986, 3.98104
