0	0.96356592	0.05	0.162874770769991
50	-1.3187192	0.05	0.213508564722121
100	-2.1870412	0.05	0.231051775710987
150	-2.8243498	0.05	0.505512445901384
200	-3.3153022	0.05	0.464901687599324
250	-3.7012194	0.05	0.50234520452205
300	-3.9269594	0.05	0.449692978246603
350	-4.0044918	0.05	0.39993664938925
400	-4.1212764	0.05	0.410456141268833
450	-4.1415334	0.05	0.474931973323865
500	-4.281938	0.05	0.302672085628985
550	-4.5273512	0.05	0.24655709613333
600	-4.9362396	0.05	0.25208091702626
650	-5.6302704	0.05	0.310694116046313
700	-7.0914504	0.05	0.269344773457367
750	-9.67815	0.05	0.187271700856002
800	-14.582778	0.05	0.256307744947358
850	-22.155268	0.05	0.195416992531355
900	-32.828878	0.05	0.227974779899003
950	-47.31088	0.05	0.275943130010515
1000	-67.109774	0.05	0.265036466226819

